partner_name,advertiser_id,status,category,commission_min,commission_max,lead_min,lead_max,epc,conversion_rate,approval_rate,payment_status,average_payment_time,fit_score,risk_level,priority,recommended_tarvyo24_page,recommendation,reason
textilwerk DE,22726,green,Furniture & Soft Furnishings,0,0,0,0,0.00,,0.00,green,null,0.0,-,D,-,nicht bewerben – thematisch unpassend,Bestätigung 0%
Ha-Ra DE,26481,green,Department Stores,0,0,0,0,0.00,,0.00,green,null,0.0,-,D,-,nicht bewerben – thematisch unpassend,Bestätigung 0%
Hochwertige Männerpflege von Eric:Barbier DE,25519,green,Health & Beauty,0,0,0,0,0.00,,0.00,green,null,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); Bestätigung 0%
heroyne DE,76618,amber,Jewellery,0,0,0,0,0.00,,0.00,amber,null,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); Bestätigung 0%
Gusskoenig DE,120832,amber,Home & Garden,0,0,0,0,0.06,0.864283,93.46,amber,83,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.06; Bestätigung 93.46%
LASCANA DE,14392,amber,Clothing,8,8,0,0,0.03,0.661803,72.45,amber,165,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.03; Bestätigung 72.45%; Provision bis 8%
baddeldaddel DE,49673,amber,Baby & Toddler,0,0,0,0,0.00,,0.00,amber,null,0.0,-,D,-,nicht bewerben – thematisch unpassend,Bestätigung 0%
Elaine Perine DE,31153,green,Health & Beauty,0,0,0,0,0.00,,0.00,green,null,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); Bestätigung 0%
Octobre Editions - DE,83639,amber,Clothing,0,0,0,0,0.00,,0.00,amber,null,0.0,-,D,-,nicht bewerben – thematisch unpassend,Bestätigung 0%
Hyperice DE,25773,amber,Sports Equipment,0,0,0,0,1.84,5.82583,100.00,amber,56,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 1.84; Bestätigung 100%
djive DE,68032,amber,Home & Garden,0,0,0,0,0.00,,0.00,amber,null,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); Bestätigung 0%
Royal Copenhagen (DE),58341,green,Home & Garden,0,0,0,0,0.00,,0.00,green,null,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); Bestätigung 0%
Nex Nutrition DE,109648,green,Health & Beauty,0,0,0,0,0.00,,0.00,green,null,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); Bestätigung 0%
Gozney DE,125006,amber,Home & Garden,0,0,0,0,0.00,,0.00,amber,null,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); Bestätigung 0%
simpolifestyle DE,69484,amber,Home & Garden,0,0,0,0,0.00,,0.00,amber,null,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); Bestätigung 0%
Kölner Haie DE,118555,amber,Sportswear,0,0,0,0,0.00,,0.00,amber,null,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); Bestätigung 0%
HERZENS (DE),125572,amber,Womenswear,0,0,0,0,0.00,,0.00,amber,null,0.0,-,D,-,nicht bewerben – thematisch unpassend,Bestätigung 0%
Easy-Feedback DE,117783,amber,Business Services (B2B),0,0,0,0,0.00,,0.00,amber,null,0.0,-,D,-,nicht bewerben – thematisch unpassend,Bestätigung 0%
IFAA DE,20857,amber,Health & Beauty,0,0,0,0,1.37,4.77194,100.00,amber,85,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 1.37; Bestätigung 100%
Reebok DE,121508,amber,Sportswear,0,0,0,0,0.00,,0.00,amber,null,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); Bestätigung 0%
Reviwall DE,116827,amber,Furniture & Soft Furnishings,0,0,0,0,0.00,,0.00,amber,null,0.0,-,D,-,nicht bewerben – thematisch unpassend,Bestätigung 0%
Lily's Kitchen DE,112906,amber,Pets & Pet Care,0,0,0,0,0.00,,0.00,amber,139,0.0,-,D,-,nicht bewerben – thematisch unpassend,Bestätigung 0%
Com Football Shop,123628,amber,Sports Equipment,0,0,0,0,0.00,,0.00,amber,null,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); Bestätigung 0%
Skoove DE/AT,118345,amber,"Education, Training & Recruitment",0,0,0,0,0.00,,0.00,amber,null,0.0,-,D,-,nicht bewerben – thematisch unpassend,Bestätigung 0%
HEAT OF DE,123130,amber,Clothing,0,0,0,0,0.00,,0.00,amber,null,0.0,-,D,-,nicht bewerben – thematisch unpassend,Bestätigung 0%
Ecovacs DE,30763,amber,Home & Garden,0,0,0,0,0.00,,0.00,amber,150,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); Bestätigung 0%
Replace Direct DE,12688,amber,Electronic Superstore,7,7,0,0,0.00,,0.00,amber,null,0.0,-,D,-,nicht bewerben – thematisch unpassend,Bestätigung 0%; Provision bis 7%
NICI DE,22292,green,Toys & Games,0,0,0,0,0.00,,0.00,green,53,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); Bestätigung 0%
Ranzenmaxx (DE),120299,amber,-,0,0,0,0,0.00,,0.00,amber,null,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); Bestätigung 0%
Frölich und Kaufmann DE,28297,amber,Books & Subscriptions,0,0,0,0,0.16,2.58843,93.03,amber,74,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.16; Bestätigung 93.03%
Vinolisa - italienische Weine & Feinkost DE,32635,green,"Wine, Spirits & Tobacco",0,0,0,0,0.42,3.79015,95.94,green,42,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.42; Bestätigung 95.94%
Beauty The Shop DE,39636,green,Health & Beauty,0,0,0,0,0.16,3.33168,96.17,green,51,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.16; Bestätigung 96.17%
Hundpur DE,26937,green,Pets & Pet Care,0,0,0,0,0.18,2.45745,100.00,green,51,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.18; Bestätigung 100%
MyHappyMoments DE,27221,green,Gifts & Flowers,0,0,0,0,0.30,4.3888,100.00,green,34,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.3; Bestätigung 100%
GirlGotLashes DE,36018,amber,Health & Beauty,0,0,0,0,0.22,4.51756,63.45,amber,45,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.22; Bestätigung 63.45%
Babeside,36264,green,Gifts & Flowers,0,0,0,0,0.42,1.46004,66.31,green,69,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.42; Bestätigung 66.31%; Region US
HEY HOLY DE,34021,amber,Pets & Pet Care,0,0,0,0,0.20,5.9716,100.00,amber,66,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.2; Bestätigung 100%
Petlibro DE Affiliate Program,77942,amber,Pets & Pet Care,0,0,0,0,0.62,5.03728,70.55,amber,102,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.62; Bestätigung 70.55%
Mywalit DACH,78062,amber,Clothing Accessories,0,0,0,0,0.69,18.262,89.47,amber,103,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.69; Bestätigung 89.47%
Golden Goose DE,78368,amber,Shoes,0,0,0,0,0.15,0.330569,48.28,amber,142,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.15; Bestätigung 48.28%
LIV,74864,amber,Health & Beauty,0,0,0,0,0.70,8.12643,100.00,amber,53,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.7; Bestätigung 100%
WeRoll DE,80533,amber,Electronic Accessories,0,0,0,0,0.17,2.99203,100.00,amber,102,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.17; Bestätigung 100%
Made in Paradis DE,80863,amber,Womenswear,0,0,0,0,0.02,1.1838,69.57,amber,91,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.02; Bestätigung 69.57%
Sneakids - DE,80873,amber,Childrenswear,0,0,0,0,0.02,1.38725,78.82,amber,100,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.02; Bestätigung 78.82%
CBD Blume DE,81045,green,Health & Beauty,0,0,0,0,0.04,2.0601,45.23,green,60,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.04; Bestätigung 45.23%
SOLO-Kleinmotoren DE,77278,amber,Home & Garden,0,0,0,0,0.06,0.980392,100.00,amber,null,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.06; Bestätigung 100%
VARON | Sauerstofftherapie,80220,amber,Health & Beauty,0,0,0,0,0.70,0.694444,50.00,amber,null,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.7; Bestätigung 50%; Region US
Harlowe,80407,green,Music & DVD,0,0,0,0,1.57,10,100.00,green,68,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 1.57; Bestätigung 100%; Region US
Tough Mudder DE,85517,amber,Tourism & Attractions,0,0,0,0,0.59,37.9845,100.00,amber,37,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.59; Bestätigung 100%
MANTLE,84239,green,Health & Beauty,0,0,0,0,0.57,2.74809,100.00,green,21,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.57; Bestätigung 100%; Region US
NASH DE,83199,amber,FMCG,0,0,0,0,1.86,51.484,100.00,amber,62,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 1.86; Bestätigung 100%
Suhrkamp Verlag GmbH,81401,amber,Books & Subscriptions,0,0,0,0,0.04,1.42382,100.00,amber,90,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.04; Bestätigung 100%
preigu DE,81411,amber,Books & Subscriptions,0,0,0,0,0.03,1.52493,93.12,amber,98,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.03; Bestätigung 93.12%
Nortvi,81969,amber,Department Stores,0,0,0,0,1.36,2.53092,69.81,amber,83,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 1.36; Bestätigung 69.81%; Region NL
Pflanzen Kölle DE,28417,amber,Home & Garden,0,0,0,0,0.36,4.32219,91.40,amber,69,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.36; Bestätigung 91.4%
Victoria Beckham EU,28663,amber,Clothing,0,0,0,0,0.48,20.8929,75.00,amber,null,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.48; Bestätigung 75%
Mighty Elements DE,42484,amber,Health & Beauty,0,0,0,0,0.50,6.82575,50.00,amber,60,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.5; Bestätigung 50%
Lalage Beaumont,42798,amber,Clothing Accessories,0,0,0,0,3.94,5.86905,81.48,amber,45,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 3.94; Bestätigung 81.48%; Region GB
Hoover DE,42901,green,Electronic Superstore,0,0,0,0,0.33,2.45318,97.40,green,104,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.33; Bestätigung 97.4%
Carrera Toys DE/AT,40446,green,Toys & Games,0,0,0,0,0.52,1.74825,96.49,green,96,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.52; Bestätigung 96.49%
Lifta DE,40988,green,Home & Garden,0,0,0,0,12.60,100,87.50,green,87,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 12.6; Bestätigung 87.5%
MeisterBox DE,43621,green,Home & Garden,0,0,0,0,0.35,0.62987,95.21,green,78,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.35; Bestätigung 95.21%
Kérastase DE,29291,amber,Health & Beauty,0,0,0,0,0.04,3.36406,100.00,amber,null,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.04; Bestätigung 100%
ToMTuR DE,29493,green,Automotive,0,0,0,0,0.00,0.829954,90.48,green,null,0.0,-,D,-,nicht bewerben – thematisch unpassend,Bestätigung 90.48%
online-schrauben DE,28052,green,DIY,0,0,0,0,0.14,3.18324,81.97,green,65,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.14; Bestätigung 81.97%
50plus-Treff DE,28235,amber,Dating,0,0,0,0,0.06,1.60283,100.00,amber,112,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.06; Bestätigung 100%
Parfümerie Brückner DE,30461,amber,Health & Beauty,0,0,0,0,0.40,3.6856,100.00,amber,40,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.4; Bestätigung 100%
Chiemsee DE,30981,green,Clothing,0,0,0,0,0.21,2.20818,91.67,green,43,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.21; Bestätigung 91.67%
The Ayurveda Experience DE,32009,amber,Health & Beauty,0,0,0,0,0.53,4.18317,100.00,amber,87,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.53; Bestätigung 100%
Proviz DE,32101,amber,Sportswear,0,0,0,0,0.09,5.83536,100.00,amber,81,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.09; Bestätigung 100%
PLATINUM DE,32225,green,Pets & Pet Care,0,0,0,0,0.09,2.50028,100.00,green,43,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.09; Bestätigung 100%
Meravino DE,32227,amber,"Wine, Spirits & Tobacco",0,0,0,0,0.57,5.48194,84.10,amber,34,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.57; Bestätigung 84.1%
Santos Grills DE,32287,amber,Home & Garden,0,0,0,0,0.65,9.11599,100.00,amber,80,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.65; Bestätigung 100%
italki DE,32305,amber,"Education, Training & Recruitment",0,0,0,0,0.60,3.14487,42.52,amber,53,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.6; Bestätigung 42.52%
INTERDECO DE,29833,amber,Furniture & Soft Furnishings,0,0,0,0,0.77,8.59214,91.43,amber,37,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.77; Bestätigung 91.43%
Gründl Wolle DE,29997,green,DIY,0,0,0,0,0.10,2.7477,80.30,green,41,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.1; Bestätigung 80.3%
HOM DE/FR,30131,green,Menswear,0,0,0,0,0.29,6.25903,97.74,green,61,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.29; Bestätigung 97.74%
Mattenlager DE,30215,green,Home & Garden,0,0,0,0,0.29,5.45554,82.08,green,69,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.29; Bestätigung 82.08%
Rowenta DE,31123,amber,Home & Garden,0,0,0,0,0.12,3.31876,88.02,amber,118,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.12; Bestätigung 88.02%
Seenebula DE,32625,amber,Electronic Superstore,0,0,0,0,0.13,0.645161,42.86,amber,78,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.13; Bestätigung 42.86%
Pott'd (DE),50279,amber,Toys & Games,0,0,0,0,0.08,18.4637,99.73,amber,59,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.08; Bestätigung 99.73%
Leonardo Hotels DE,49419,amber,Hotels & Accommodation,0,0,0,0,0.10,2.3943,88.83,amber,126,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.1; Bestätigung 88.83%
Woodstore24 DE/AT,48707,amber,Home & Garden,0,0,0,0,0.11,1.54164,74.04,amber,103,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.11; Bestätigung 74.04%
Ascopharm DE,49023,green,Health & Beauty,0,0,0,0,0.23,4.50925,94.94,green,57,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.23; Bestätigung 94.94%
LixUp DE,54431,amber,Automotive,0,0,0,0,0.23,0.952381,100.00,amber,57,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.23; Bestätigung 100%
Messmer DE,55091,amber,FMCG,0,0,0,0,0.55,13.666,98.93,amber,34,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.55; Bestätigung 98.93%
Tales & Tails DE,53597,amber,Pets & Pet Care,0,0,0,0,0.20,9.15963,100.00,amber,66,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.2; Bestätigung 100%
Samen.de,53701,amber,Home & Garden,0,0,0,0,0.05,3.19124,96.44,amber,50,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.05; Bestätigung 96.44%
Werkzeugstore24 DE,101997,green,Gadgets,0,0,0,0,0.28,2.44771,92.43,green,59,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.28; Bestätigung 92.43%
Arminia Bielefeld DE,100623,green,Sportswear,0,0,0,0,0.02,0.441535,16.42,green,216,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.02; Bestätigung 16.42%
tissue-expert DE,100923,amber,Health & Beauty,0,0,0,0,0.08,2.76621,80.95,amber,67,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.08; Bestätigung 80.95%
Pink Box DE,101011,green,Health & Beauty,0,0,0,0,0.08,3.53808,99.04,green,48,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.08; Bestätigung 99.04%
Adore Lenses DE,104971,amber,Health & Beauty,0,0,0,0,0.02,0.299616,100.00,amber,64,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.02; Bestätigung 100%
Direct Volley - DE,103039,amber,Sportswear,0,0,0,0,0.02,1.6802,77.08,amber,174,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.02; Bestätigung 77.08%
Sport Bittl DE,64060,green,Sports Equipment,0,0,0,0,0.26,2.3863,83.27,green,74,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.26; Bestätigung 83.27%
Foot-Store DE,65910,amber,Sportswear,0,0,0,0,0.08,4.48817,81.75,amber,97,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.08; Bestätigung 81.75%
Sport is good DE,65922,amber,Sports Equipment,0,0,0,0,0.07,2.1778,73.40,amber,98,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.07; Bestätigung 73.4%
Teaballs DE,58031,amber,"Wine, Spirits & Tobacco",0,0,0,0,0.14,4.32984,100.00,amber,87,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.14; Bestätigung 100%
playpaintball DE,58363,amber,Tourism & Attractions,0,0,0,0,0.29,3.48788,95.74,amber,45,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.29; Bestätigung 95.74%
LFDY DE,70987,amber,Clothing,0,0,0,0,0.21,2.34711,97.93,amber,74,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.21; Bestätigung 97.93%
SKEISAN DE,71045,amber,FMCG,0,0,0,0,0.15,1.92827,100.00,amber,60,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.15; Bestätigung 100%
3DMakerpro (EU),70050,amber,Electronic Accessories,0,0,0,0,0.76,0.614296,86.75,amber,93,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.76; Bestätigung 86.75%
Venize DE,74272,amber,Erotic,0,0,0,0,0.44,3.85128,100.00,amber,null,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.44; Bestätigung 100%
Parfumgroup DE,73127,green,Health & Beauty,0,0,0,0,0.08,2.21215,85.37,green,59,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.08; Bestätigung 85.37%
Green People DE,87097,amber,Health & Beauty,0,0,0,0,0.41,5.84615,100.00,amber,56,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.41; Bestätigung 100%
Brandstyle24 DE,87211,amber,Shoes,0,0,0,0,0.11,1.31304,74.71,amber,73,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.11; Bestätigung 74.71%
ichwillgartenmoebel.de,100175,amber,Home & Garden,0,0,0,0,1.53,9.62318,100.00,amber,69,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 1.53; Bestätigung 100%
TESmart DE,100407,amber,Electronic Accessories,0,0,0,0,2.84,6.06259,100.00,amber,67,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 2.84; Bestätigung 100%
balmyou.naturkosmetik DE,99159,amber,Health & Beauty,0,0,0,0,0.05,1.11427,100.00,amber,47,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.05; Bestätigung 100%
one2track DE,98693,amber,Electronic Accessories,0,0,0,0,0.51,16.1892,46.83,amber,25,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.51; Bestätigung 46.83%
Apohealth DE,98729,amber,Pharmaceuticals,0,0,0,0,0.13,4.61674,95.39,amber,76,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.13; Bestätigung 95.39%
Stoffkontor DE,109752,amber,Home & Garden,0,0,0,0,0.05,1.97677,99.66,amber,103,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.05; Bestätigung 99.66%
Allekabel DE,107177,green,Electronic Superstore,0,0,0,0,0.07,3.70995,100.00,green,32,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.07; Bestätigung 100%
Haustierkost DE,106515,amber,Pets & Pet Care,0,0,0,0,0.47,11.7756,90.94,amber,83,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.47; Bestätigung 90.94%
Acala DE,107580,amber,Health & Beauty,0,0,0,0,0.08,1.50021,89.40,amber,55,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.08; Bestätigung 89.4%
GRUNDIG Bike EU,108024,green,Sports Equipment,0,0,0,0,6.27,8.97956,100.00,green,55,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 6.27; Bestätigung 100%
GameDuell DE,8609,green,Online Gaming,0,0,0.5,15,0.01,4.95396,100.00,green,58,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.01; Bestätigung 100%; Lead bis 15€
leuchtenland.com DE,11366,green,Home & Garden,0,0,0.5,5,0.16,34.8485,92.36,green,50,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.16; Bestätigung 92.36%; Lead bis 5€
